,10-Left-Thalamus-Proper,1000-ctx-lh-unknown,1002-ctx-lh-caudalanteriorcingulate,1003-ctx-lh-caudalmiddlefrontal,1005-ctx-lh-cuneus,1006-ctx-lh-entorhinal,1007-ctx-lh-fusiform,1008-ctx-lh-inferiorparietal,1009-ctx-lh-inferiortemporal,1010-ctx-lh-isthmuscingulate,1011-ctx-lh-lateraloccipital,1012-ctx-lh-lateralorbitofrontal,1013-ctx-lh-lingual,1014-ctx-lh-medialorbitofrontal,1015-ctx-lh-middletemporal,1016-ctx-lh-parahippocampal,1017-ctx-lh-paracentral,1018-ctx-lh-parsopercularis,1019-ctx-lh-parsorbitalis,1020-ctx-lh-parstriangularis,1021-ctx-lh-pericalcarine,1022-ctx-lh-postcentral,1023-ctx-lh-posteriorcingulate,1024-ctx-lh-precentral,1025-ctx-lh-precuneus,1026-ctx-lh-rostralanteriorcingulate,1027-ctx-lh-rostralmiddlefrontal,1028-ctx-lh-superiorfrontal,1029-ctx-lh-superiorparietal,1030-ctx-lh-superiortemporal,1031-ctx-lh-supramarginal,1034-ctx-lh-transversetemporal,1035-ctx-lh-insula,11-Left-Caudate,12-Left-Putamen,13-Left-Pallidum,14-3rd-Ventricle,15-4th-Ventricle,16-Brain-Stem,17-Left-Hippocampus,18-Left-Amygdala,2-Left-Cerebral-White-Matter,2000-ctx-rh-unknown,2002-ctx-rh-caudalanteriorcingulate,2003-ctx-rh-caudalmiddlefrontal,2005-ctx-rh-cuneus,2006-ctx-rh-entorhinal,2007-ctx-rh-fusiform,2008-ctx-rh-inferiorparietal,2009-ctx-rh-inferiortemporal,2010-ctx-rh-isthmuscingulate,2011-ctx-rh-lateraloccipital,2012-ctx-rh-lateralorbitofrontal,2013-ctx-rh-lingual,2014-ctx-rh-medialorbitofrontal,2015-ctx-rh-middletemporal,2016-ctx-rh-parahippocampal,2017-ctx-rh-paracentral,2018-ctx-rh-parsopercularis,2019-ctx-rh-parsorbitalis,2020-ctx-rh-parstriangularis,2021-ctx-rh-pericalcarine,2022-ctx-rh-postcentral,2023-ctx-rh-posteriorcingulate,2024-ctx-rh-precentral,2025-ctx-rh-precuneus,2026-ctx-rh-rostralanteriorcingulate,2027-ctx-rh-rostralmiddlefrontal,2028-ctx-rh-superiorfrontal,2029-ctx-rh-superiorparietal,2030-ctx-rh-superiortemporal,2031-ctx-rh-supramarginal,2034-ctx-rh-transversetemporal,2035-ctx-rh-insula,24-CSF,251-CC_Posterior,252-CC_Mid_Posterior,253-CC_Central,254-CC_Mid_Anterior,255-CC_Anterior,26-Left-Accumbens-area,28-Left-VentralDC,3-Left-Cerebral-Cortex,30-Left-vessel,31-Left-choroid-plexus,4-Left-Lateral-Ventricle,41-Right-Cerebral-White-Matter,42-Right-Cerebral-Cortex,43-Right-Lateral-Ventricle,44-Right-Inf-Lat-Vent,46-Right-Cerebellum-White-Matter,47-Right-Cerebellum-Cortex,49-Right-Thalamus-Proper,5-Left-Inf-Lat-Vent,50-Right-Caudate,51-Right-Putamen,52-Right-Pallidum,53-Right-Hippocampus,54-Right-Amygdala,58-Right-Accumbens-area,60-Right-VentralDC,62-Right-vessel,63-Right-choroid-plexus,7-Left-Cerebellum-White-Matter,72-5th-Ventricle,77-WM-hypointensities,8-Left-Cerebellum-Cortex,85-Optic-Chiasm
sub-132,0.011459714619811578,-0.12655007498521104,0.028388912338528118,0.04711355928229286,0.15524267401187059,-0.14828839657467674,0.021886161979554952,0.040502005823436715,-0.017797514236407214,0.14948156367833745,0.12246018276674905,-0.056606438436589954,0.06978375105343687,0.04613743803157258,0.019195129577857975,0.10021716995174579,-0.04550834012052239,-0.04866579319848505,-0.033298186541066366,-0.013967755882521778,0.18996790433309108,-0.01350054721583552,-0.004168870445550038,-0.04414367821870646,0.1248294198331592,0.01904798782939589,0.01705489297246464,0.042505884334693,0.11761991607275865,-0.07612364696846187,-0.00988429613157551,-0.17423075487183898,-0.01948767826399693,0.09338638404120246,-0.12039321903412117,-0.26124906942669285,0.12109243081948132,0.3178651525956161,0.12055777010345715,-0.05839048117598421,-0.022559892314700968,0.04613436543087118,-0.011531363817118372,-0.08648132240559969,0.02704296258203996,0.08719289521949872,0.005642838581882289,0.03390192654932547,0.03663298773314408,0.017317235355810246,0.14460293588398226,0.09121665503458212,-0.0020539398695813412,0.23985263005900087,0.039496645453306195,0.005917186132428871,0.03603529072497502,-0.04709387531082869,-0.07180293962489635,0.0157678637522648,-0.029684102426688543,0.20839635394138015,-0.1537481387229634,-0.01275177738893541,-0.09171508707332539,0.04591671146440723,-0.033031809822558156,-0.0346739597175601,0.011768350408744906,0.022831770122911994,-0.07443445962395753,-0.059124637939298744,-0.12228763301034881,-0.09143105642157279,0.01682364698700097,0.07999850995573929,-0.07831363383320239,0.19959774237169198,0.05099001345129681,0.05900051699146802,-0.06835663186175353,0.0026979845454627753,nan,nan,0.06867426960236706,0.08821726045784528,0.017685850298872673,nan,0.04321717514370017,-0.1400169898525795,-0.014491271009618894,0.035230951519505435,0.14256870362844082,nan,0.1530007102981106,-0.04036340561993742,-0.09950669053973045,0.0788590950056141,-0.038916907331351835,-0.007115604008632215,0.08858254731949503,nan,-0.20468320318754618,-0.029312660554481243,,0.0284921337278732,0.0010922053954603773,nan
sub-133,0.002694296048171748,0.06095466721798927,0.06414215762311704,-0.05057656749795314,0.23663088791577774,-0.01953658799184641,-0.013339076145082975,0.18562096387947663,0.06226925507437012,0.024096900852603964,0.21991321930710436,0.03477857641951291,0.11984402999290286,-0.1238100485718523,-0.06291923017865629,-0.006939103500425113,0.01465215974705385,0.034030081727787334,0.016103507782826786,0.1463411838790642,0.21391530888410182,-0.01303360824799346,0.08181443404997187,0.054450028079854565,0.06622598826830534,0.14525759749267883,0.15223515364998585,0.031062875886789437,0.0660012605238325,0.05706944349597577,0.10202375854129803,0.07519852291130151,0.04478496066672932,-0.02545808258207778,0.04142340399758279,-0.04159879328080499,-0.04021380629171209,0.14485724446183063,-0.0005066716750922074,0.01329072010126083,0.020406480437524632,0.1135284567393143,-0.08855170968702641,0.209660513494123,0.06256246655042844,0.1138567235482597,0.05957933934452843,0.03657534559381958,0.058972409814502205,0.012135352738169288,0.1356395325570741,0.10117222089726921,0.05482601949620659,0.4124555093902828,0.03531727202333386,0.05990274728138882,-0.05714478198023659,-0.03306591562985434,0.0860175346650631,0.09973431819751913,0.04185488263431453,0.21532350851164989,-0.01915634191499445,0.013338762042284385,-0.013967878593527102,0.14128137044610473,-0.02112365039093117,0.1118750595717036,0.0633763850658724,0.040806660376745914,0.1722547983848693,0.03680458519678831,-0.05353362246737645,-0.07439989375446135,-0.11824264218850666,0.02803153689522075,0.2632162492204939,0.143470730402182,0.09036157982436352,-0.011913962982735934,0.01560242771297778,-0.08152064918851953,,,nan,-0.05511081265257814,0.08471187744984218,,-0.05776696975511783,-0.12240314291235738,-0.07154328504370534,0.017167884416515473,-0.15000702245245356,nan,-0.1720567697298327,0.04774498189466774,-0.1295109929928718,0.0030070776223871444,-0.029863499102448725,0.021759989180603137,-0.05605418189640646,nan,nan,0.04808890840903044,,-0.004370560094566179,0.0003252302478662613,nan
sub-134,0.037745783430044394,nan,0.01449165248603043,0.07121536098757728,-0.07791816279984948,-0.08348009626592151,0.019329810551455787,-0.020978496542254026,-0.010471848271156561,-0.04083419285546624,0.06460962818053578,0.09961221119593452,-0.009608887096221297,0.3086210389320958,-0.054727513202490516,-0.06639424532708121,0.0892265031197308,0.09868735229286382,0.0010122086245899498,-0.01762123851178754,0.06386667331600354,-0.03832696611926101,-0.08752597764076539,0.01924308696533731,0.0058408854668156405,0.07743261071693722,-0.049001665349572836,0.04077641258086062,-0.031147318683214048,-0.007118808015816073,-0.04547105357715611,-0.0033189979573133334,-0.015216069397976748,-0.07071722711784938,-0.02155849413207976,-0.11389391247201067,0.03795600397586569,-0.05336174484158636,-0.049046567125523875,-0.08789805308428944,-0.057685500527496394,0.03126180094503718,nan,-0.020983040255333818,-0.16274078305476375,-0.09980204414670718,0.0713481470486795,-0.08691992393269371,-0.032521888987898734,-0.09128956813540937,-0.17325382419637364,-0.004214611124743424,0.06727968059057818,0.0066037285499946,-0.13225214506706645,-0.07934814013699698,-0.02257908817513679,0.002128351376089103,-0.10233680635365835,0.1067585015941214,-0.09820391436428019,0.09629710472073824,-0.06615359410060373,0.018583413494698775,-0.11663272956516388,-0.03319720513217912,-0.01794289851115434,-0.04381441827875324,-0.05021136518646782,-0.10828004435782969,-0.039958100018768726,-0.1450609141702738,-0.11674531469568153,0.0263562300757079,-0.16610233111467448,-0.08695493315819289,0.07205525303158061,-0.1462308054145927,-0.20460722397642023,0.010426408023963572,0.004210090474421054,-0.12624087280509316,,nan,-0.08178445540320056,-0.09262668399294124,-0.03974467634611992,,-0.08912201274718959,-0.12855577814444574,0.15552397682069885,-0.043457076895305355,-0.0004188661993618392,nan,-0.12410975654113679,0.03221895622374894,-0.14926518062759378,0.06742826242569756,-0.08816806976254873,0.033349057489140785,0.07006752452629589,nan,0.04601467470975789,-0.15793464956396522,,0.00047994645642737883,-0.09037611831237215,
sub-136,-0.017759042986346882,0.17679742244143848,-0.20847931690547222,0.006046943472559097,0.02017835305746052,0.025891903923840866,-0.011021664210221556,-0.03717482699595813,0.012028463850576838,0.07133324671353064,0.054575116902043974,-0.008309652540096905,0.026108872287939927,0.014691185769204761,0.0016697827920605294,-0.04120765087746052,-0.022293031062470027,0.0711496393626259,0.11255432751155692,0.00824159656269239,-0.039480100016731495,-0.002790889741189854,-0.02345909099207808,0.026251245958069845,-0.04191640647540807,-0.17903383281168717,-0.007521023354266432,-0.05186746840570803,0.03503385662943501,0.15815347965101578,0.08457930121710938,-0.008180170013946296,0.07352689590939374,-0.16504807792645448,0.21366003423502117,0.2313722763642,-0.009047802014169312,0.3275975868605925,-0.03811513665663604,0.10850889931538912,0.29427414995203993,0.006944569508011574,0.1432776407526607,-0.19864959643896254,0.0005695262882869552,0.13880292778357012,-0.004800417035080209,0.029042031563993105,0.004984179447888959,-0.025879609622535,-0.016959806934851752,0.102347182924333,-0.040579275652545446,0.07000275960870025,-0.1309376421994505,0.05007788494763308,-0.020164308858226503,-0.04078168281912582,0.0003011561601572806,0.012867232971531214,-0.02914073590331038,0.13520688036546957,0.007018214909868381,-0.01705785356053681,0.006288879793789241,0.07788869678520888,-0.18195631974947035,-0.05824623320726035,-0.043726997713424975,0.010368175266260667,0.1387460493898155,0.06395375206787528,0.03261455787404827,0.14952907569536067,-0.06746196678281291,0.1128192101404269,-0.10429937654303845,-0.012236329057748815,0.13204852740392187,0.04272866301459394,0.1940888647486129,0.35028807780167937,,nan,-0.16992855617036715,0.04130281937867608,0.03197355665862769,,-0.043407052173091015,0.030956483557677376,-0.005414981012502832,-0.048427762692384455,-0.061053695688064596,nan,-0.05949765707599982,-0.049334158254093,-0.05862733824922098,0.09617995645005345,0.04506390567777077,0.031286056829136905,0.06426804823056273,nan,nan,-0.021169699950617075,,-0.01543457124111678,-0.06854636064136121,-0.00590763375885895
sub-137,-0.01597243220012718,-0.12910630950860838,0.04678136598764496,0.061634151836718234,0.1967624121056606,-0.07190045275114626,0.07619075792368549,0.08958039681040214,0.03768509652864879,0.006674393366711948,0.20001660319463604,0.025440364801747273,0.08195323641753083,-0.01489175423940719,-0.03573411271238035,0.044340594776731496,0.09814580906208788,-0.031787246151270626,-0.01982026937539909,-0.0010833949765953494,0.05455728005541846,0.39922899060773076,0.06525737831064399,0.40214673884602226,0.030270723323614364,-0.061660832209320345,0.0643417767272346,0.09301785567585366,0.12343732867203747,0.12354137171503057,0.06334105626896908,0.31763536959968436,0.16418490784631048,-0.20796735701154107,0.005568543614902492,0.000491947819144034,-0.004770462402770506,0.21334210735478842,-0.12543235043542691,0.002198364797357413,0.20122823451727134,0.15322687265230428,0.12054976060340618,-0.07222620958934085,0.03270423160332839,0.2391547184170717,-0.05190092557587472,0.09220043957549234,0.0943805303939397,-0.13820817045183226,-0.017911393682771275,0.1310523180827468,0.07062961287734204,0.11058467712319729,0.051032748047147566,-0.02223653605026111,0.15854857246863083,0.12144633516445355,0.026866554781216297,0.07671229570671145,0.06260811746633507,0.4670720714862877,0.505550008846863,0.07810517281963313,0.4420563784237559,-0.06381718347576365,0.1291169172734199,0.01375408790500722,-0.0008999570121836318,0.2789923861200012,0.07930333933414893,0.09651966904134388,-0.18704296473702664,0.2452431632854088,0.036073691779908476,-0.007702558651137366,-0.051192769386784145,0.03842370475879869,0.0126562987276019,-0.11793492580217525,0.0058962020496702424,-0.006442329442977367,,,nan,-0.007822284615868026,0.25255148625042617,,0.13986749760446288,0.021622383853834998,0.0060845632223870336,0.06437298812929859,-0.018365230390498023,-0.03673380924783426,0.02881857280238033,0.16795704607039075,-0.14805104922342116,-0.23432265743010208,0.01647125493735251,-0.005761209942066802,-0.031483036783233206,nan,-0.06279090738340665,0.25362886817245023,,0.017119082264397366,0.13921672167700533,nan
sub-138,0.1293081047819158,nan,0.0038964610598831275,0.2634744314573433,0.07223625053873665,0.5434761521224183,0.1719728807029614,0.045656475072747546,0.24562211839931353,0.03449928612449936,0.20063406405206036,0.24457416000502302,0.045368042084423854,0.4240066724450038,0.35050581238518386,0.4571172109668774,0.29512803066416626,0.193920237491001,0.17216400893188016,0.12815545797895989,0.18562710542139416,0.26532832434350895,0.03322576382242343,0.30346939786703664,0.12811812671216494,0.14584883375350924,0.12063842383215312,0.1294341398948903,0.06041089505227129,0.5105257677460163,0.04252929292056992,0.24554701184542904,0.13692520168336306,0.2591087311149434,0.27539148442520295,-0.004612181574044704,0.24921311198029525,-0.18964313351469658,0.10018104599743248,0.12818675443106048,0.15363762078597085,0.22209022374555476,nan,-0.015144347379426625,0.08061400077971412,0.1978444734900245,0.376572552206086,0.030718497298145707,0.037329920994382565,-0.011256098841245454,0.12529585547937924,0.2270811118113168,0.3828162702906894,0.05176242742036681,0.6377151840395028,0.0065664175604883725,0.06037485093374888,0.058519007267932084,0.046606326413119244,0.05506689298537552,0.04170805606218752,0.13441747378490856,0.10581045943696515,0.11972081315100191,0.08263927051268624,0.09977952401746226,0.07747871153027173,0.04352880539079864,0.1385341883654509,0.06254067458500726,0.07082270477145208,0.008113151321277313,0.12200467144250662,-0.01021098175633214,0.07904489234671286,-0.15223407418151552,-0.1382102121400166,0.05328642618740849,0.32368591593169166,0.27274549292408856,0.16400561867121022,0.28429467560128785,,nan,-0.06729740845065701,0.14857596436628834,0.1303885705619497,,0.17681131417472162,0.07134261758987553,0.0805961747291816,0.07708974342806885,0.4138374685101116,0.034299769470497524,0.11043644469421682,0.16013786637743582,0.1487909657090119,0.14636154239347898,0.20307298455840536,0.049504607089877584,0.17774765041988827,nan,-0.3584671586278114,-0.03277049035355867,,0.15547859239321687,-0.078769970716309,nan
sub-139,0.01478251576047231,-0.08693403756016942,0.09408078624358043,-0.01377545854398896,0.01669317934119849,-0.14232948848673416,0.03085652707368945,0.054095911561053395,-0.009007486951521652,0.026033836617258846,0.04140226618410599,-0.0212951741852624,0.03053822805666981,0.021397513770138824,0.027806150850772485,-0.085496721891315,0.005020554982178271,0.009426340737166632,-0.08692786362026135,5.2730898960355135e-05,-0.005646580724580203,-0.017230429369521773,0.0974090881018072,-0.011043523676840495,0.010599673467072628,0.006337233756141029,0.0015014193575896985,-0.01922771170770257,-0.001665267723720254,-0.045479230716611814,-0.007484616151846094,0.15310125233194793,0.02385890177402944,-0.04921988003193886,0.0385139035329365,0.05468132253457612,0.2295511209961456,0.037008255472087276,0.06018128955343891,-0.10403804220118923,-0.06243096446105453,0.009451863465341496,nan,0.1241994873092305,0.033144660464216186,0.04237268626861414,0.27587769026586906,0.044398354096029935,0.08135773998060686,0.06976172579046258,0.056187482203199635,0.03467735116792995,0.0855561252706559,-0.010063352239049025,0.0563362781273125,-0.007555617997788346,-0.09458395651354275,0.03484425391413369,0.03247563020149999,-0.05424329944321249,0.11835840996831248,0.010532575055237012,0.043462299837657814,0.18214203156977987,0.03635620228299781,0.09021604317839028,0.02237847047577792,0.04563976216471102,0.07627869721935161,0.03308166274958131,-0.009599910519679426,0.031910388206684764,-0.08781456033319746,-0.21341021466622406,0.11313983513490092,0.03771989822217443,0.12155092683477867,-0.08327359979760357,0.08619436021282192,0.03572644258523493,-0.008418040118858109,0.07841855814116258,nan,nan,nan,0.009399821219941526,0.02909152589155179,,0.056425067098427054,nan,-0.020880408702144686,-0.0364983892314841,-0.0019534824267739967,nan,0.04505701389826637,0.12311483771418408,0.08899940148851225,0.05796637688409299,0.06409860765263635,0.10132801685371778,0.24398064008772094,nan,nan,-0.005622383785395427,,-0.08267435223977695,-0.022223736926902764,nan
sub-142,0.044827838102745404,nan,0.07563684845370525,0.012410663713227995,-0.0018040610863342447,0.02263314444080014,0.05800569165397283,-0.008102463785705661,-0.028999246180840314,-0.03198692046710648,0.04843895074434028,0.015832773658144575,0.09059197181304751,0.011587780351196793,-0.1266508263707224,0.14758445290387037,-0.010169414701432926,0.009133810819685298,-0.12234816820390287,-0.02069898463040369,-0.0002640497100062126,0.01954047202553836,-0.011461250122302287,0.02290099737701927,-0.011146610348795487,0.01658453120426662,0.029162811106299907,0.0002296670438356833,0.043457674442235056,-0.0713537073972726,-0.025944967278206603,0.08694871780379157,-0.048881526935827806,-0.06530771246962828,0.04999598821462568,-0.02383515147614818,-0.1166387495728942,0.06795633746145188,-0.05088370721373199,-0.0127753180987419,0.06351826368683039,0.015329758654225346,-0.08792993258653375,0.02822139165693502,0.014354033952123762,-0.0046899175759770465,-0.16252190622349236,0.04988408738175671,-0.059455989478969504,0.048001835146368875,-0.06473126140341245,0.04294636698630172,-0.05215759869387508,0.07817679272566094,-0.00408699106695276,-0.012238568408546951,0.004609997020878621,0.020462936140713088,0.13702869944826176,-0.050241123987441086,0.009727038576080562,0.03904514363659184,0.05755453711426277,-0.023597181957646603,0.06626797206767186,0.029256098792952392,0.019648426727739338,-0.03847461871571399,-0.034025880866806836,0.14029814023306342,0.1523037568036879,0.15345894296663976,0.21075412435431287,-0.057644245949188766,0.09827141611038001,-0.11864157619032381,0.04745136993992101,0.20840604552233155,-0.04703217847079931,-0.17406976832012916,-0.1159546957006769,-0.12445140060109672,,nan,nan,0.013436357657248165,0.04546456112474212,nan,0.07111657398835872,nan,-0.0689423979089028,0.041217405756532585,0.03095936031522424,nan,0.0775475523711005,-0.0763364103954402,0.006793044060938169,0.12592785163650436,-0.08914207219680195,-0.05227152980661754,-0.05798978302214784,,nan,0.011308237579855685,,0.07267522140569577,0.10033071084944795,nan
sub-143,0.0668418132911118,0.11174923567071988,0.2400018889245987,0.2214011288184752,0.03172552620766472,0.05142409912524878,0.13446761341599756,0.07865248741608924,0.15844657488402897,0.10307926891769686,0.15212344273205577,-0.10877480137467552,0.13648172744366255,-0.1200015935500127,0.11852419739118936,0.00030634928381244547,0.23101157656575616,0.2520153341519338,0.06605245575883559,0.17819142394973014,0.12314130969959847,0.03875756348920742,0.10899100143959395,0.29319700717491237,0.204650526293402,-0.11801821249310968,0.27701901164937176,0.11158533843522966,0.21643658147365333,0.12049881864505346,0.20801413684137618,-0.055623026983077875,0.14232015293983896,0.03932555095127786,0.011442588296892445,-0.04570732242568959,0.36107989016250996,-0.024505151083801108,-0.042150527632239615,0.0028234092197047885,-0.033541692410375204,0.213733238220344,nan,0.06726674461341492,0.07961084964307785,0.20387099674234016,0.39211749409189556,0.17207436200240694,0.180181569422653,0.14162933426068525,0.1532157646457098,0.1816987788824126,-0.03757785418586006,0.35276087778835163,0.021489273765023964,0.05274028523536947,0.014222680999741364,0.10867087024028435,0.14467632837405817,0.06938232809094061,0.11026151083788141,0.5443138355831469,-0.006864773836303482,0.0436037037737715,0.042417813015721784,0.23251851998465528,0.07748768804095313,0.16154856209150237,0.05063571636815498,0.12936770318339674,-0.0187211208047243,0.093574758022425,-0.04032272658400981,0.13525355069836456,-0.021649586030981487,0.19371130929489397,-0.08587401520627846,-0.04681803275261208,-0.19844064561141894,0.24343222977696083,0.08297746407559248,0.19643539104568314,,nan,-0.1653889271447389,-0.0873158991310799,0.1609759947723644,,-0.003072385430777023,0.13230649431673525,0.03643809406574783,0.18297423922521217,0.13932366855305997,nan,-0.012695914194552717,0.030734076474582137,-0.0031285298906820642,0.06241000104706536,0.14643310589516245,-0.23680307583521198,0.06938222343162923,,nan,-0.030149204828131417,,nan,0.10151307824368162,nan
